8.573342132568359375e+01,8.004904174804687500e+01,7.104620361328125000e+01,6.150052261352539062e+01,4.540569686889648438e+01,4.079522705078125000e+01,3.091984558105468750e+01,2.103987312316894531e+01,1.199852180480957031e+01,2.131136894226074219e+00,-8.264085769653320312e+00,-1.792431831359863281e+01,-2.509337043762207031e+01,-3.624800109863281250e+01,-4.586953735351562500e+01,-5.923663711547851562e+01,-6.937203979492187500e+01,-7.523754882812500000e+01,-8.494432830810546875e+01,-9.695275115966796875e+01
7.576445007324218750e+01,7.253195953369140625e+01,6.830970764160156250e+01,5.367901611328125000e+01,4.842712783813476562e+01,3.732553100585937500e+01,2.988562583923339844e+01,2.108027267456054688e+01,1.511916637420654297e+01,1.462640047073364258e+00,-6.397514343261718750e+00,-1.996373748779296875e+01,-2.901016998291015625e+01,-3.023490905761718750e+01,-4.025690841674804688e+01,-5.789863967895507812e+01,-6.617679595947265625e+01,-7.193815612792968750e+01,-8.289367675781250000e+01,-8.438618469238281250e+01
6.674362945556640625e+01,6.438086700439453125e+01,6.196876525878906250e+01,6.020734024047851562e+01,4.363072204589843750e+01,3.855183792114257812e+01,2.901307678222656250e+01,1.990546798706054688e+01,1.205964565277099609e+01,1.624707937240600586e+00,-4.519556045532226562e+00,-1.507742881774902344e+01,-2.245446014404296875e+01,-3.099233818054199219e+01,-4.251523590087890625e+01,-4.924304199218750000e+01,-6.742202758789062500e+01,-6.829007720947265625e+01,-7.368083953857421875e+01,-7.142549133300781250e+01
6.386575698852539062e+01,5.867429351806640625e+01,6.005057144165039062e+01,4.828027343750000000e+01,4.699362945556640625e+01,3.244706726074218750e+01,2.487856674194335938e+01,2.095289230346679688e+01,1.094908809661865234e+01,2.028646707534790039e+00,-6.142836570739746094e+00,-1.105895614624023438e+01,-2.137341690063476562e+01,-3.044318008422851562e+01,-4.176254653930664062e+01,-4.889001464843750000e+01,-5.926241302490234375e+01,-5.842405700683593750e+01,-5.960552597045898438e+01,-7.068077850341796875e+01
5.207902908325195312e+01,4.800979614257812500e+01,4.769428253173828125e+01,4.478731155395507812e+01,4.361876678466796875e+01,2.857042503356933594e+01,2.831411933898925781e+01,1.328704643249511719e+01,1.240668392181396484e+01,7.626074552536010742e-01,-8.742296218872070312e+00,-1.419455146789550781e+01,-1.686331558227539062e+01,-2.958063697814941406e+01,-3.902553939819335938e+01,-4.241703414916992188e+01,-5.008877944946289062e+01,-4.621394729614257812e+01,-5.276874160766601562e+01,-5.552094650268554688e+01
4.277004241943359375e+01,4.288415527343750000e+01,4.088790893554687500e+01,3.277207183837890625e+01,3.632150650024414062e+01,3.757177734375000000e+01,1.297820568084716797e+01,1.965772628784179688e+01,1.351392841339111328e+01,1.993315219879150391e-01,-6.946398735046386719e+00,-1.568319702148437500e+01,-1.842064094543457031e+01,-2.896834373474121094e+01,-3.492337036132812500e+01,-3.904777526855468750e+01,-4.141523742675781250e+01,-4.175452423095703125e+01,-4.457075500488281250e+01,-5.088143539428710938e+01
2.829418754577636719e+01,2.755011177062988281e+01,3.184254455566406250e+01,2.703779792785644531e+01,2.187355804443359375e+01,2.494433975219726562e+01,1.234367275238037109e+01,9.810680389404296875e+00,5.275797843933105469e+00,1.418612122535705566e+00,-3.354794502258300781e+00,-1.083313274383544922e+01,-1.643688774108886719e+01,-1.811423110961914062e+01,-3.530560684204101562e+01,-2.514696502685546875e+01,-3.881155014038085938e+01,-3.333366394042968750e+01,-3.578730010986328125e+01,-3.589649963378906250e+01
2.434295654296875000e+01,2.439006996154785156e+01,1.865566062927246094e+01,1.998351097106933594e+01,2.026246261596679688e+01,2.284340095520019531e+01,1.222835350036621094e+01,1.160805702209472656e+01,7.720156669616699219e+00,2.906252622604370117e+00,-5.544841289520263672e+00,-9.731988906860351562e+00,-2.123350143432617188e+01,-2.166022872924804688e+01,-2.408198738098144531e+01,-2.527026748657226562e+01,-2.540728378295898438e+01,-2.787371635437011719e+01,-1.965335845947265625e+01,-1.897307968139648438e+01
1.378846073150634766e+01,9.044856071472167969e+00,1.233109569549560547e+01,1.122780036926269531e+01,1.032164478302001953e+01,6.448698520660400391e+00,1.056826877593994141e+01,9.448369979858398438e+00,8.533304214477539062e+00,1.380994677543640137e+00,-3.320991754531860352e+00,-3.395493268966674805e+00,-7.766496658325195312e+00,-1.082831573486328125e+01,-1.751803398132324219e+01,-1.197179889678955078e+01,-1.873651504516601562e+01,-1.466520595550537109e+01,-1.640853309631347656e+01,-1.620904541015625000e+01
6.635747909545898438e+00,2.360424757003784180e+00,2.491259574890136719e+00,1.001167106628417969e+01,3.433991909027099609e+00,-1.395272016525268555e+00,2.124520540237426758e-01,1.436522722244262695e+00,1.677258491516113281e+00,1.654303073883056641e+00,-1.841791868209838867e+00,-4.528579711914062500e+00,-1.121258544921875000e+01,-1.946356534957885742e+00,-7.944374561309814453e+00,-2.489738941192626953e+00,-7.663537502288818359e+00,-4.582820415496826172e+00,-9.641347885131835938e+00,-4.949238300323486328e+00
-5.861214637756347656e+00,-3.642030954360961914e+00,-9.089941024780273438e+00,-5.892897129058837891e+00,7.109699845314025879e-01,-1.786162137985229492e+00,-2.564853429794311523e+00,-6.088178157806396484e+00,2.255878746509552002e-01,-2.126233100891113281e+00,-5.862976908683776855e-01,8.831367492675781250e-01,-3.336007595062255859e+00,-1.519764184951782227e+00,5.727779388427734375e+00,4.044932723045349121e-01,2.046487331390380859e+00,6.148579120635986328e-01,-1.307699561119079590e+00,4.465580463409423828e+00
-1.402586174011230469e+01,-6.716311454772949219e+00,-1.897240638732910156e+01,-2.122586059570312500e+01,-1.702168655395507812e+01,-1.343287944793701172e+01,-1.246798706054687500e+01,-7.773121356964111328e+00,-3.660352706909179688e+00,-4.396673679351806641e+00,2.366420507431030273e+00,-1.215242266654968262e+00,4.409617900848388672e+00,8.527360916137695312e+00,9.721901893615722656e+00,1.788987159729003906e+01,9.887124061584472656e+00,9.018169403076171875e+00,1.139478588104248047e+01,8.252361297607421875e+00
-1.821850967407226562e+01,-1.687710380554199219e+01,-1.937506294250488281e+01,-1.806597328186035156e+01,-1.839954376220703125e+01,-1.901277160644531250e+01,-1.750383186340332031e+01,-2.204426574707031250e+01,-1.066312503814697266e+01,-7.315994739532470703e+00,4.074573040008544922e+00,8.497041702270507812e+00,1.026963329315185547e+01,1.396132659912109375e+01,2.051141738891601562e+01,1.510551643371582031e+01,1.590605545043945312e+01,2.656291961669921875e+01,2.009569168090820312e+01,2.126027297973632812e+01
-3.472800064086914062e+01,-2.671179199218750000e+01,-2.617859840393066406e+01,-3.366040420532226562e+01,-2.934489631652832031e+01,-3.020168685913085938e+01,-1.795739936828613281e+01,-1.381914806365966797e+01,-1.614541625976562500e+01,-3.324555397033691406e+00,5.938598155975341797e+00,1.513943958282470703e+01,1.535352993011474609e+01,2.260497665405273438e+01,2.430597305297851562e+01,2.886716270446777344e+01,2.698770141601562500e+01,2.782892417907714844e+01,2.746961021423339844e+01,2.628861427307128906e+01
-4.470467758178710938e+01,-3.992050170898437500e+01,-3.639505386352539062e+01,-3.585677337646484375e+01,-3.397415542602539062e+01,-3.878834915161132812e+01,-2.620044708251953125e+01,-1.741863822937011719e+01,-1.341819858551025391e+01,-5.277669429779052734e+00,7.278056144714355469e+00,6.477078437805175781e+00,2.503727149963378906e+01,2.594102668762207031e+01,3.073711204528808594e+01,3.366942596435546875e+01,3.181593513488769531e+01,4.050966262817382812e+01,4.722196960449218750e+01,4.476300811767578125e+01
-5.423585891723632812e+01,-4.575613784790039062e+01,-5.678490066528320312e+01,-4.998157501220703125e+01,-3.167791557312011719e+01,-4.107184982299804688e+01,-3.462817382812500000e+01,-1.831640815734863281e+01,-9.562824249267578125e+00,-6.946016311645507812e+00,4.672871828079223633e-01,1.318297576904296875e+01,2.157094192504882812e+01,2.313465690612792969e+01,4.023524093627929688e+01,4.358285140991210938e+01,4.368764114379882812e+01,4.268340301513671875e+01,5.010734939575195312e+01,4.489411926269531250e+01
-6.716223144531250000e+01,-5.943180084228515625e+01,-5.645825576782226562e+01,-5.459185028076171875e+01,-4.465274810791015625e+01,-3.607561492919921875e+01,-3.777174758911132812e+01,-2.317574691772460938e+01,-1.209814357757568359e+01,-7.026355266571044922e+00,6.220786094665527344e+00,1.177296733856201172e+01,2.023453903198242188e+01,3.739196014404296875e+01,4.245838928222656250e+01,4.049609375000000000e+01,5.270785522460937500e+01,5.200072479248046875e+01,6.334660339355468750e+01,5.539603424072265625e+01
-7.247991943359375000e+01,-7.001866912841796875e+01,-6.568132019042968750e+01,-6.120310592651367188e+01,-4.828776550292968750e+01,-3.782980346679687500e+01,-3.158626747131347656e+01,-2.105824089050292969e+01,-2.010610580444335938e+01,-6.617911338806152344e+00,5.836216211318969727e-01,7.805603027343750000e+00,2.582035636901855469e+01,3.030273437500000000e+01,3.603830337524414062e+01,3.878777313232421875e+01,5.455249786376953125e+01,6.441178894042968750e+01,6.396285247802734375e+01,6.306891632080078125e+01
